gene_id,gene_name,abundance
b2668,ygaP,53.7
b3179,rlmE,53.6
b3054,ygiF,53.5
b1132,hflD,53.4
b2079,baeR,53.4
b3202,rpoN,53.4
b0489,qmcA,53.1
b2794,queF,53.1
b4295,yjhU,53
b4090,rpiB,52.8
b0444,queC,52.7
b3958,argC,52.6
b1194,ycgR,52.4
b2517,rlmN,52
b3210,arcB,51.8
b2255,arnA,51.7
b1034,ycdX,51.6
b1441,ydcT,51.6
b0676,nagC,51.4
b2528,iscA,51.3
b3992,thiF,51.3
b3893,fdoH,51.3
b1870,cmoA,51.1
b2379,alaC,51.1
b2678,proW,51
b3839,tatC,51
b1124,potC,50.6
b1625,cnu,50.6
b1325,ycjG,50.5
b1114,mfd,49.5
b0633,rlpA,49.3
b3634,coaD,49.3
b1675,ydhZ,49.1
b4194,ulaB,49.1
b1834,yebT,49.1
b1922,fliA,48.9
b3097,yqjC,48.9
b2315,folC,48.8
b1636,pdxY,48.8
b0059,rapA,48.5
b3038,ygiC,48.4
b4152,frdC,48.4
b2811,csdE,48.4
b2306,hisP,48.2
b0273,argF,48.2
b4192,ulaG,48.1
b2209,eco,47.6
b3019,parC,47.5
b3072,aer,47.4
b2895,fldB,47.3
b0739,tolA,47.3
b0835,rimO,47.2
b4149,blc,47
b2125,yehT,46.9
b3677,yidI,46.5
b0090,murG,46.4
b2593,yfiH,46.2
b1521,uxaB,46.1
b0967,rlmI,45.9
b3470,tusA,45.8
b1945,fliM,45.7
b0417,thiL,45.7
b1990,ldtA,45.5
b3247,rng,45.5
b1049,opgH,45.5
b0652,gltL,45.4
b3513,mdtE,45.3
b1608,rstA,45.2
b0914,msbA,45.2
b0119,yacL,45.2
b1102,fhuE,45.2
b2475,ypfJ,45.1
b3289,rsmB,45
b3187,ispB,44.9
b2411,ligA,44.7
b0406,tgt,44.3
b0887,cydD,44
b2584,pka,43.9
b0055,djlA,43.5
b1681,sufD,43.2
b1063,yceB,43
b3850,hemG,42.9
b4328,iadA,42.8
b3281,aroE,42.8
b2193,narP,42.7
b0608,ybdR,42.5
b1082,flgK,42.5
b0200,gmhB,42.3
b3813,uvrD,42.3
b4119,melA,42.2
b3812,yigB,42.2
b0962,helD,42.1
b3572,avtA,42.1
b2249,yfaY,42
b3221,yhcH,41.9
b3820,yigI,41.9
b2252,ais,41.9
b3449,ugpQ,41.8
b0738,tolR,41.8
b4049,dusA,41.8
b2032,wbbK,41.8
b4480,hdfR,41.7
b3755,yieP,41.7
b0579,ybdF,41.6
b0096,lpxC,41.6
b0810,glnP,41.6
b1224,narG,41.6
b1421,trg,41.5
b3963,fabR,41.4
b1295,ymjA,41.3
b3523,yhjE,41.3
b1270,btuR,41.3
b1805,fadD,41.3
b2784,relA,41.2
b4056,yjbQ,41.2
b0239,frsA,41.2
b2259,pmrD,41.2
b3786,wecB,41.1
b2105,rcnR,41
b0149,mrcB,41
b2552,hmp,40.9
b3972,murB,40.7
b1323,tyrR,40.7
b1939,fliG,40.6
b1225,narH,40.4
b3991,thiG,40.3
b1356,racR,40.3
b2393,nupC,40.2
b0458,ylaC,40.1
b3117,tdcB,40
b1176,minC,40
b0493,ybbO,40
b1098,tmk,39.9
b1897,otsB,39.8
b3785,wzzE,39.6
b2870,ygeW,39.6
b2936,loiP,39.5
b0611,rna,39.5
b3826,yigL,39.4
b3149,diaA,39.3
b1427,rimL,39.3
b4390,nadR,39.3
b2291,yfbR,38.9
b0397,sbcC,38.8
b0383,phoA,38.6
b3966,btuB,38.5
b4352,yjiA,38.4
b4238,nrdD,38.3
b2012,yeeD,38.3
b2497,uraA,38.2
b1519,tam,38.1
b3741,mnmG,38
b3397,nudE,37.8
b2422,cysA,37.7
b2342,fadI,37.6
b4088,alsB,37.4
b4349,hsdM,37.1
b2346,mlaA,36.8
b0999,cbpM,36.7
b3512,gadE,36.7
b1915,yecF,36.6
b1683,sufB,36.5
b1271,yciK,36.2
b0970,yccA,35.7
b0143,pcnB,35.6
b4302,sgcA,35.4
b0973,hyaB,35.3
b1177,ycgJ,35.3
b3590,selB,35.2
b2086,yegS,35
b4052,dnaB,35
b1321,ycjX,35
b1192,ldcA,34.9
b0585,fes,34.8
b0025,ribF,34.6
b2351,gtrB,34.5
b2182,bcr,34.5
b3355,prkB,34.5
b4211,qorB,34.3
b1185,dsbB,34.2
b3981,secE,34.1
b3965,trmA,34
b3462,ftsX,33.9
b2413,cysZ,33.9
b3933,ftsN,33.8
b1086,rluC,33.8
b3177,folP,33.4
b2745,truD,33.3
b3884,yihW,33.2
b1382,ynbE,33.1
b1874,cutC,33
b2664,csiR,32.7
b1650,nemA,32.6
b1580,rspB,32.6
b0750,nadA,32.5
b4256,yjgM,32.5
b2502,ppx,32.4
b1255,yciC,32.4
b2582,trxC,32.3
b2052,wcaG,32.3
b0905,ycaO,32.2
b1927,amyA,32.2
b2829,ptsP,32.1
b1757,ynjE,32.1
b0949,uup,32
b0122,yacC,31.9
b0886,cydC,31.9
b3469,zntA,31.9
b1282,yciH,31.8
b1119,nagK,31.7
b0588,fepC,31.7
b2838,lysA,31.4
b1424,opgD,31.3
b0312,betB,31.2
b1190,dadX,31.2
b0429,cyoD,31.1
b4239,treC,31
b2302,yfcG,30.7
b1330,ynaI,30.6
b1040,csgD,30.6
b2580,ung,30.5
b1921,fliZ,30.3
b0822,ybiV,30.3
b4167,nnr,30.2
b3702,dnaA,30.2
b4178,nsrR,30.2
b0630,lipB,30.1
b1944,fliL,30.1
b3132,kbaZ,29.9
b1726,yniB,29.9
b3974,coaA,29.7
b1211,prfA,29.7
b2011,sbcB,29.5
b1777,yeaC,29.3
b2366,dsdA,29.1
b1378,pfo,29
b2314,dedD,28.9
b2750,cysC,28.8
b1890,motA,28.8
b0736,ybgC,28.6
b1668,ydhS,28.6
b4394,yjjX,28.5
b4070,nrfA,28.5
b1806,yeaY,28.2
b2472,dapE,28.1
b4023,yjbD,28
b2147,preA,27.8
b0460,hha,27.8
b3630,waaP,27.7
b1322,ycjF,27.5
b0226,dinJ,27.4
b3053,glnE,27.3
b2906,ubiI,27.2
b1555,ydfR,27.2
b4262,lptG,27.1
b0113,pdhR,27.1
b1640,anmK,27
b3412,bioH,27
b1112,bhsA,26.8
b0890,ftsK,26.8
b0627,tatE,26.6
b2677,proV,26.6
b3032,cpdA,26.5
b1807,tsaB,26.5
b2993,hybD,26.5
b3410,feoC,26.5
b2146,preT,26.4
b1851,edd,26.4
b0982,etp,26.3
b1107,nagZ,26.3
b3094,exuR,26.3
b2099,yegU,26.2
b1490,dosC,26.2
b4280,yjhC,25.8
b0948,rlmL,25.8
b1188,ycgB,25.8
b0467,priC,25.8
b1015,putP,25.8
b0636,rlmH,25.8
b0101,yacG,25.7
b4388,serB,25.6
b3499,rlmJ,25.6
b3237,argR,25.6
b2053,gmd,25.6
b2428,murQ,25.6
b3704,rnpA,25.2
b4386,lplA,25.1
b3791,wecE,25
b3223,nanE,25
b3574,yiaJ,25
b2765,queD,25
b3950,frwB,24.9
b1570,dicA,24.7
b2331,smrB,24.6
b1205,ychH,24.5
b3789,rffH,24.5
b3524,yhjG,24.5
b0198,metI,24.3
b3892,fdoI,24.2
b3081,fadH,24.2
b0969,tusE,24.2
b2927,epd,24.2
b2468,aegA,23.9
b2607,trmD,23.9
b3459,panM,23.9
b1342,ydaN,23.8
b2432,yfeY,23.7
b0774,bioA,23.6
b2806,rlmM,23.5
b2216,rcsD,23.4
b3834,ubiJ,23.3
b3650,spoT,23.3
b1066,rimJ,23.3
b3062,ttdB,23.2
b3805,hemC,23.2
b2017,yefM,23.1
b3821,pldA,23
b0223,yafJ,23
b4190,yjfP,22.9
b2980,glcC,22.9
b1306,pspC,22.8
b2708,srlQ,22.8
b3425,glpE,22.8
b1326,mpaA,22.7
b4291,fecA,22.7
b3869,glnL,22.6
b3655,yicH,22.6
b3740,rsmG,22.6
b0855,potG,22.5
b4261,lptF,22.5
b0765,modC,22.4
b2282,nuoH,22.4
b2048,cpsG,22.3
b0167,glnD,22.3
b1171,ymgD,22.2
b3002,yqhA,22.2
b3642,pyrE,22.1
b1100,ycfH,22
b3749,rbsA,22
b0343,lacY,22
b1663,mdtK,21.9
b2340,sixA,21.9
b3352,yheS,21.9
b4240,treB,21.8
b0760,modF,21.8
b3290,trkA,21.7
b0951,pqiB,21.7
b2159,nfo,21.6
b3129,prlF,21.6
b3917,sbp,21.5
b0261,mmuM,21.5
b0049,apaH,21.5
b0342,lacA,21.4
b3163,nlpI,21.4
b3365,nirB,21.4
b3345,tusD,21.3
b3794,wecG,21.3
b3061,ttdA,21.2
b1860,ruvB,21.1
b4377,yjjU,21
b3641,slmA,20.8
b2267,elaA,20.7
b4265,idnT,20.7
b4316,fimC,20.7
b1250,kch,20.6
b1379,hslJ,20.6
b1335,ogt,20.6
b3772,ilvA,20.5
b1563,relE,20.5
b1971,yedY,20.4
b2743,pcm,20.4
b3018,plsC,20.3
b0604,dsbG,20.3
b2996,hybA,20.3
b3064,tsaD,20.3
b4367,fhuF,20.3
b2479,gcvR,20.3
b1875,yecM,20.2
b0151,fhuC,20.1
b3058,folB,20.1
b2646,ypjF,20.1
b1076,flgE,20.1
b2563,acpS,19.9
b1090,plsX,19.8
b0795,ybhG,19.8
b0477,gsk,19.8
b0478,ybaL,19.6
b3160,yhbW,19.5
b4042,dgkA,19.5
b3049,glgS,19.4
b0052,pdxA,19.4
b2673,nrdH,19.4
b1511,lsrK,19.4
b2467,nudK,19.3
b2830,rppH,19.1
b2793,syd,19
b3105,yhaJ,18.9
b0399,phoB,18.9
b3378,yhfU,18.9
b1929,yedE,18.8
b1552,cspI,18.8
b2997,hybO,18.7
b2276,nuoN,18.6
b3825,pldB,18.6
b1518,lsrG,18.6
b0599,ybdH,18.5
b4536,yobH,18.4
b4053,alr,18.4
b2615,nadK,18.3
b2441,eutB,18.2
b2520,yfhM,18.1
b3465,rsmD,18.1
b1657,ydhP,18
b1617,uidA,18
b2690,yqaB,17.7
b3467,yhhM,17.7
b1341,ydaM,17.7
b0430,cyoC,17.7
b3232,zapE,17.6
b3226,nanR,17.6
b0894,dmsA,17.6
b2744,umpG,17.6
b3998,nfi,17.4
b4403,yjtD,17.4
b1068,yceM,17.4
b1634,dtpA,17.2
b1871,cmoB,17.2
b4195,ulaC,17.2
b3955,eptC,17.1
b1970,hiuH,17.1
b3996,nudC,17
b4378,yjjV,16.9
b1280,yciM,16.9
b3206,npr,16.9
b4350,hsdR,16.9
b2844,yqeF,16.8
b2946,rsmE,16.8
b1182,hlyE,16.7
b3056,cca,16.7
b2733,mutS,16.7
b1735,chbR,16.7
b1344,ttcA,16.7
b3017,ftsP,16.6
b0952,pqiC,16.6
b2821,ptrA,16.5
b4220,tamA,16.5
b3437,gntK,16.4
b1208,ispE,16.4
b3199,lptC,16.4
b2278,nuoL,16.4
b1705,ydiE,16.4
b1858,znuC,16.3
b3091,uxaA,16.3
b4242,mgtA,16.3
b1249,clsA,16.2
b0208,yafC,16.1
b1679,sufE,16.1
b1238,tdk,16
b0807,rlmF,16
b2487,hyfG,16
b2434,ypeA,15.9
b3806,cyaA,15.9
b3591,selA,15.9
b2881,xdhD,15.9
b1448,mnaT,15.8
b1540,rspR,15.8
b1993,cobU,15.8
b1770,ydjF,15.8
b0219,yafV,15.8
b3100,yqjK,15.8
b0983,gfcE,15.8
b0246,yafW,15.7
b4259,holC,15.7
b3779,gpp,15.7
b1037,csgG,15.6
b1234,rssA,15.6
b3406,greB,15.5
b2777,queE,15.5
b2685,emrA,15.4
b2440,eutC,15.4
b3857,mobA,15.3
b0209,yafD,15.2
b1855,lpxM,15.2
b4123,dcuB,15.2
b0925,ldtD,15.1
b3431,glgX,15.1
b2311,ubiX,15.1
b2952,yggT,15
b1253,yciA,14.9
b2797,sdaB,14.8
b1413,hrpA,14.8
b4071,nrfB,14.7
b4187,aidB,14.7
b2289,lrhA,14.7
b0470,dnaX,14.7
b2813,mltA,14.6
b3651,trmH,14.6
b3416,malQ,14.6
b0183,rnhB,14.6
b0346,mhpR,14.6
b4097,phnK,14.6
b2798,ygdG,14.5
b2562,yfhL,14.5
b1766,sppA,14.5
b0042,fixB,14.5
b0981,etk,14.5
b3133,agaV,14.3
b2124,yehS,14.3
b1853,yebK,14.3
b0876,ybjD,14.3
b3166,truB,14.3
b2965,speC,14.2
b2071,yegJ,14.1
b0081,mraZ,14.1
b0069,sgrR,14.1
b1494,pqqL,14
b1549,ydfO,14
b3920,yiiQ,14
b1191,cvrA,14
b0821,ybiU,14
b3689,yidR,14
b3368,cysG,14
b3248,yhdE,13.9
b0920,elyC,13.8
b0324,yahJ,13.8
b1248,yciU,13.7
b4072,nrfC,13.7
b2630,rnlA,13.7
b0269,yagF,13.7
b3952,pflC,13.7
b2457,eutM,13.6
b0465,mscK,13.6
b2033,wbbJ,13.5
b3973,birA,13.5
b0892,rarA,13.5
b1820,yobD,13.4
b0994,torT,13.4
b0291,ecpC,13.4
b2964,nupG,13.3
b1889,motB,13.3
b2064,asmA,13.2
b2949,yqgF,13.2
b2812,tcdA,13.1
b1055,yceA,13.1
b3030,parE,13.1
b1591,dmsD,13.1
b3746,ravA,13.1
b1913,uvrC,13.1
b1938,fliF,13.1
b1134,nudJ,13.1
b0797,rhlE,13
b1047,opgC,13
b0400,phoR,13
b3787,wecC,12.9
b3292,zntR,12.9
b4196,ulaD,12.9
b2522,sseB,12.8
b3194,mlaE,12.7
b1116,lolC,12.7
b2770,ygcR,12.7
b0919,ycbJ,12.6
b3788,rffG,12.6
b1513,lsrA,12.6
b2840,ygeA,12.6
b2805,fucR,12.5
b1958,yedI,12.5
b1622,malY,12.4
b2701,mltB,12.4
b0041,fixA,12.4
b4022,rluF,12.4
b2735,ygbI,12.4
b1883,cheB,12.2
b0405,queA,12.2
b1629,rsxC,12.2
b1106,thiK,12.2
b1206,dauA,12.2
b1800,dmlA,12.2
b0352,mhpE,12.1
b1652,rnt,12.1
b2879,ssnA,12.1
b1825,yebO,12.1
b2212,alkB,12
b0488,ybbJ,12
b3925,glpX,12
b0046,kefF,11.9
b1013,rutR,11.8
b1589,ynfG,11.8
b0087,mraY,11.8
b0472,recR,11.8
b3633,waaA,11.8
b3804,hemD,11.7
b2875,yqeB,11.7
b2085,yegR,11.7
b4551,yheV,11.7
b3597,yibH,11.7
b2828,lgt,11.6
b3842,rfaH,11.6
b1457,ydcD,11.6
b4471,tdcG,11.6
b0841,ybjG,11.6
b1475,fdnH,11.6
b3152,yraR,11.5
b2455,eutE,11.5
b2028,ugd,11.5
b3115,tdcD,11.5
b0844,ybjI,11.5
b0537,intD,11.4
b0802,ybiJ,11.4
b2572,rseA,11.4
b1957,yodC,11.4
b2157,yeiE,11.4
b2878,ygfK,11.4
b4189,bsmA,11.4
b2341,fadJ,11.4
b1019,efeB,11.4
b4389,radA,11.4
b4087,alsA,11.3
b2254,arnC,11.3
b0878,macA,11.3
b1104,ycfL,11.3
b3343,tusB,11.3
b1639,mliC,11.3
b3145,yraK,11.3
b2720,hycF,11.2
b0062,araA,11.2
b3810,yigA,11.2
b2998,yghW,11.1
b4209,ytfE,11.1
b0559,ybcW,11.1
b2377,yfdY,11
b4479,dgoR,11
b0766,ybhA,10.9
b3967,murI,10.9
b0600,ybdL,10.8
b1706,ydiU,10.8
b3828,metR,10.8
b0304,rclA,10.8
b3344,tusC,10.7
b0877,ybjX,10.7
b3514,mdtF,10.7
b3835,ubiB,10.7
b2747,ispD,10.7
b1822,rlmA,10.7
b0685,ybfE,10.6
b0192,nlpE,10.6
b0111,ampE,10.5
b1299,puuR,10.5
b3623,waaU,10.5
b1566,flxA,10.5
b1746,astD,10.5
b1266,yciV,10.4
b4171,miaA,10.4
b0495,ybbA,10.3
b1077,flgF,10.3
b2324,mnmC,10.2
b0176,rseP,10.2
b2222,atoA,10.2
b0621,dcuC,10.2
b4183,yjfK,10.1
b4170,mutL,10.1
b3235,degS,10.1
b2865,ygeR,10.1
b3515,gadW,10.1
b4467,glcF,10.1
b3669,uhpA,10
b1435,ydcP,9.94
b1525,sad,9.94
b0551,quuD,9.89
b0978,cbdA,9.86
b0490,fetA,9.85
b0881,clpS,9.85
b2265,menF,9.77
b2667,ygaV,9.76
b3896,yiiG,9.76
b2808,gcvA,9.69
b0713,ybgL,9.68
b2659,csiD,9.68
b3688,yidQ,9.63
b3714,adeP,9.51
b2381,ypdB,9.48
b2618,ratB,9.43
b3867,hemN,9.41
b4596,yciZ,9.39
b2810,csdA,9.39
b4483,tatD,9.38
b0828,iaaA,9.35
b0050,apaG,9.35
b1932,yedL,9.34
b1664,ydhQ,9.34
b4016,aceK,9.3
b4310,nanM,9.26
b3568,xylH,9.23
b1841,yobA,9.2
b4351,mrr,9.18
b3073,patA,9.15
b3546,eptB,9.12
b4039,ubiC,9.06
b4198,ulaF,9.02
b1507,hipA,9.01
b3486,rbbA,8.98
b4073,nrfD,8.95
b3387,dam,8.9
b1598,ydgD,8.89
b4131,cadA,8.83
b4191,ulaR,8.8
b2438,eutK,8.79
b2955,yggW,8.79
b2436,hemF,8.78
b3093,exuT,8.77
b1078,flgG,8.77
b4361,dnaC,8.76
b1294,sapA,8.74
b0577,ybdG,8.72
b2069,yegD,8.71
b1918,yecS,8.7
b2509,xseA,8.64
b2206,napA,8.64
b2194,ccmH,8.62
b2470,acrD,8.6
b1512,lsrR,8.6
b2902,ygfF,8.59
b0475,hemH,8.58
b2871,ygeX,8.57
b4362,dnaT,8.57
b3522,yhjD,8.56
b3293,yhdN,8.46
b4372,holD,8.45
b3618,yibB,8.44
b2261,menC,8.43
b1046,clsC,8.42
b1233,ychJ,8.41
b0418,pgpA,8.4
b3652,recG,8.37
b0188,tilS,8.29
b3250,mreC,8.25
b3329,gspH,8.24
b2792,yqcC,8.24
b1287,yciW,8.2
b0468,ybaN,8.2
b2574,nadB,8.14
b3551,bisC,8.14
b3613,envC,8.14
b1691,ydiN,8.1
b2173,yeiR,8.09
b1129,phoQ,8.07
b2063,yegH,8.06
b0775,bioB,8.02
b1531,marA,8.01
b3525,yhjH,8
b4218,ytfL,8
b0895,dmsB,7.95
b1590,ynfH,7.95
b3020,ygiS,7.94
b3795,yifK,7.93
b4484,cpxP,7.92
b0695,kdpD,7.9
b2245,rhmA,7.9
b3745,viaA,7.88
b4150,ampC,7.86
b1072,flgA,7.86
b2748,ftsB,7.85
b1193,emtA,7.84
b0308,ykgG,7.84
b4094,phnN,7.82
b2496,hda,7.78
b1631,rsxG,7.74
b1210,hemA,7.72
b1110,ycfJ,7.7
b0476,aes,7.68
b0186,ldcC,7.65
b3239,yhcO,7.65
b3911,cpxA,7.65
b4398,creB,7.64
b2560,pgpC,7.63
b3778,rep,7.62
b1467,narY,7.62
b3664,adeQ,7.57
b0103,coaE,7.57
b4155,epmA,7.57
b2210,mqo,7.56
b0980,appA,7.51
b0654,gltJ,7.49
b4333,yjiK,7.49
b1845,ptrB,7.49
b0459,maa,7.44
b2313,cvpA,7.43
b2781,mazG,7.42
b3900,frvA,7.42
b2492,focB,7.36
b2907,ubiH,7.36
b2554,glrR,7.36
b0084,ftsI,7.35
b0817,mntR,7.33
b2165,psuG,7.31
b2394,b2394,7.31
b0019,nhaA,7.28
b2892,recJ,7.28
b4126,yjdI,7.27
b3625,waaY,7.27
b1842,holE,7.21
b4140,fxsA,7.2
b3946,fsaB,7.19
b1096,pabC,7.19
b0587,fepE,7.18
b1816,yoaE,7.18
b3476,nikA,7.17
b2728,hypC,7.16
b1520,yneE,7.12
b1118,lolE,7.09
b1813,nudL,7.06
b1610,tus,7.06
b0355,frmB,7.03
b2218,rcsC,7.01
b0110,ampD,7
b3653,gltS,6.98
b4336,yjiN,6.96
b3558,insK,6.95
b0425,panE,6.95
b0657,lnt,6.93
b3529,yhjK,6.89
b2352,gtrS,6.87
b1534,ydeE,6.86
b4105,phnD,6.84
b4461,yfjD,6.83
b1061,dinI,6.83
b3874,yihN,6.83
b1097,yceG,6.81
b0798,ybiA,6.78
b0093,ftsQ,6.78
b0378,yaiW,6.77
b3626,waaR,6.76
b0707,ybgA,6.75
b2423,cysW,6.72
b1941,fliI,6.7
b1594,mlc,6.7
b2802,fucI,6.69
b2318,truA,6.68
b3530,bcsC,6.68
b0214,rnhA,6.67
b0058,rluA,6.66
b0412,yajI,6.65
b2493,yfgO,6.64
b2717,hycI,6.62
b1618,uidR,6.6
b1731,cedA,6.59
b0138,yadM,6.58
b2727,hypB,6.56
b1418,cybB,6.55
b3918,cdh,6.51
b2435,amiA,6.5
b4089,alsR,6.48
b1327,ycjY,6.48
b3873,yihM,6.43
b2963,mltC,6.42
b3441,yhhY,6.41
b1099,holB,6.39
b0401,brnQ,6.39
b2129,yehX,6.38
b4124,dcuR,6.38
b2447,yffP,6.37
b3811,xerC,6.3
b0868,ybjS,6.27
b0829,gsiA,6.27
b1784,yeaH,6.26
b0487,cueR,6.26
b1992,cobS,6.25
b3620,waaF,6.23
b2983,yghQ,6.21
b3503,arsC,6.17
b3396,mrcA,6.16
b2619,ratA,6.14
b2787,gudD,6.14
b0142,folK,6.14
b1786,yeaJ,6.14
b0776,bioF,6.13
b4464,ghxQ,6.13
b3083,higB,6.11
b0336,codB,6.09
b2156,lysP,6.05
b4079,fdhF,6.04
b0972,hyaA,6.03
b3897,frvR,6.01
b0310,ykgH,6.01
b0063,araB,5.99
b3118,tdcA,5.98
b1969,yedW,5.96
b0160,dgt,5.95
b2256,arnD,5.93
b4215,ytfI,5.92
b3399,yrfG,5.91
b0716,ybgO,5.89
b0227,yafL,5.85
b1794,yeaP,5.85
b2869,ygeV,5.82
b1916,sdiA,5.81
b4112,basS,5.8
b0575,cusA,5.77
b4547,ypfN,5.76
b1991,cobT,5.75
b2880,ygfM,5.72
b1895,uspC,5.7
b1754,ynjB,5.7
b1353,sieB,5.69
b3606,trmL,5.68
b1111,ycfQ,5.65
b3066,dnaG,5.65
b0867,amiD,5.64
b3182,dacB,5.64
b1162,bluR,5.63
b1340,smrA,5.62
b1195,ymgE,5.61
b1464,yddE,5.61
b2127,mlrA,5.59
b0483,ybaQ,5.57
b1884,cheR,5.56
b1879,flhA,5.56
b4221,tamB,5.56
b3252,csrD,5.55
b3220,yhcG,5.53
b1009,rutD,5.53
b3632,waaQ,5.52
b1235,rssB,5.51
b0376,ampH,5.5
b1508,hipB,5.5
b0479,fsr,5.46
b3750,rbsC,5.46
b3040,zupT,5.46
b1616,uidB,5.46
b3394,hofN,5.44
b0862,artQ,5.4
b1605,ydgI,5.4
b3353,yheT,5.4
b0751,pnuC,5.35
b1673,ydhV,5.35
b4557,yidD,5.34
b2670,alaE,5.31
b3739,atpI,5.31
b4040,ubiA,5.31
b0706,ybfD,5.29
b1961,dcm,5.28
b0840,deoR,5.28
b0351,mhpF,5.25
b3615,waaH,5.24
b4093,phnO,5.21
b3497,rsmJ,5.21
b0984,gfcD,5.2
b0620,citB,5.2
b4001,yjaH,5.19
b1776,ydjL,5.19
b0272,yagI,5.18
b0290,ecpD,5.18
b0616,citE,5.17
b1399,paaX,5.16
b2789,gudP,5.15
b1278,pgpB,5.15
b0195,tsaA,5.13
b1374,pinR,5.12
b0792,ybhR,5.1
b3398,yrfF,5.07
b2953,yggU,5.06
b4077,gltP,5.06
b1872,torZ,5.06
b1962,yedJ,5.05
b0524,lpxH,5.04
b3895,fdhD,5.04
b3126,garL,5.03
b4312,fimB,5.01
b2180,yejF,5.01
b2176,rtn,5.01
b3392,hofP,5
b4266,idnO,5
b1450,mcbR,4.99
b3101,yqjF,4.99
b4595,yciY,4.99
b2188,yejM,4.99
b0508,hyi,4.98
b0307,ykgF,4.97
b1069,murJ,4.95
b4098,phnJ,4.92
b1648,ydhL,4.92
b0694,kdpE,4.91
b0939,elfD,4.9
b4410,ecnA,4.89
b0955,ycbZ,4.88
b0653,gltK,4.87
b2460,eutQ,4.86
b1900,araG,4.83
b0173,dxr,4.81
b1388,paaA,4.81
b3480,nikE,4.81
b4251,bdcR,4.78
b4044,dinF,4.77
b1290,sapF,4.76
b4241,treR,4.74
b1135,rluE,4.74
b0833,yliE,4.73
b0184,dnaE,4.72
b1587,ynfE,4.72
b2202,napC,4.71
b2611,ypjD,4.68
b3375,frlR,4.67
b0786,ybhL,4.66
b2536,hcaT,4.66
b0848,ybjM,4.65
b0064,araC,4.65
b0831,gsiC,4.65
b1925,fliS,4.64
b2160,yeiI,4.63
b3026,qseC,4.62
b1474,fdnG,4.61
b0901,ycaK,4.6
b0617,citD,4.59
b2250,yfaZ,4.58
b3934,cytR,4.58
b4481,wecF,4.58
b2874,yqeA,4.57
b2134,pbpG,4.57
b2956,yggM,4.55
b3404,envZ,4.54
b1892,flhD,4.54
b3832,rmuC,4.53
b1571,ydfA,4.53
b1763,topB,4.53
b2660,lhgO,4.53
b4415,hokE,4.51
b2347,yfdC,4.5
b0693,speF,4.49
b1956,yedQ,4.45
b3904,rhaB,4.45
b1298,puuD,4.44
b0635,mrdA,4.43
b4253,yjgL,4.43
b1495,yddB,4.4
b0873,hcp,4.39
b1383,ydbL,4.37
b1812,pabB,4.37
b3629,waaS,4.36
b2961,mutY,4.34
b1799,dmlR,4.34
b0190,yaeQ,4.34
b3579,yiaO,4.34
b2837,galR,4.34
b2142,yohK,4.31
b3325,gspD,4.29
b1904,yecR,4.28
b3021,mqsA,4.27
b1633,nth,4.27
b0330,prpR,4.27
b3822,recQ,4.26
b1320,ycjW,4.26
b1020,phoH,4.24
b0857,potI,4.24
b0083,ftsL,4.24
b3222,nanK,4.23
b3051,yqiK,4.23
b1801,yeaV,4.23
b3915,fieF,4.22
b1314,ycjR,4.22
b2328,mepA,4.21
b0826,moeB,4.21
b1503,ydeR,4.2
b0619,citA,4.2
b2616,recN,4.19
b0634,mrdB,4.18
b0217,yafT,4.16
b1145,cohE,4.15
b2308,hisQ,4.15
b1620,malI,4.15
b2317,dedA,4.15
b1804,rnd,4.14
b2181,yejG,4.14
b2836,aas,4.13
b3131,agaR,4.13
b4169,amiB,4.12
b0974,hyaC,4.12
b4387,ytjB,4.08
b2268,rbn,4.05
b3848,yigZ,4.04
b1940,fliH,4.04
b1810,yoaC,4.03
b3947,frwA,4.02
b4248,yjgH,4
b4145,yjeJ,4
b4358,lgoD,4
b0879,macB,4
b4345,mcrC,3.97
b2123,yehR,3.97
b2100,yegV,3.96
b2398,yfeC,3.96
b0936,ssuA,3.94
b0996,torC,3.94
b0985,gfcC,3.94
b1793,yoaF,3.94
b2803,fucK,3.94
b2220,atoC,3.92
b3565,xylA,3.92
b2917,scpA,3.91
b1756,ynjD,3.91
b3594,yibA,3.9
b3549,tag,3.88
b3333,gspL,3.88
b4373,rimI,3.86
b1214,ychA,3.86
b2776,ygcE,3.81
b2345,yfdF,3.8
b1902,ftnB,3.79
b0790,ybhP,3.79
b3379,php,3.77
b4526,ydaE,3.76
b2883,guaD,3.76
b2074,mdtA,3.75
b4292,fecR,3.75
b3570,bax,3.74
b0491,fetB,3.7
b1163,bluF,3.68
b2642,yfjW,3.68
b3700,recF,3.66
b2674,nrdI,3.66
b2819,recD,3.64
b4472,yhdP,3.63
b3538,bcsG,3.57
b3391,hofQ,3.57
b2831,mutH,3.57
b0146,sfsA,3.56
b4541,yehK,3.56
b3354,yheU,3.55
b0612,citT,3.54
b3351,kefG,3.54
b0503,mnmH,3.52
b3322,gspB,3.52
b2644,yfjY,3.51
b2912,fau,3.5
b0780,ybhK,3.5
b2264,menD,3.49
b2623,yfjH,3.49
b1947,fliO,3.48
b1545,pinQ,3.47
b4065,yjcE,3.47
b3685,yidE,3.47
b0295,ykgL,3.46
b4117,adiA,3.42
b1469,narU,3.42
b4020,yjbB,3.42
b3243,aaeR,3.41
b1222,narX,3.41
b0147,ligT,3.4
